Feature,Coefficient
PTS_home,-0.001723475651751468
REB_home,0.14779498393840002
AST_home,0.008634010854338714
FG_PCT_home,20.25764661180907
FT_PCT_home,2.889167352916976
FG3_PCT_home,3.8251575458475835
